RegionID,RegionName,StateName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02
27104.0,Signal Mountain,Tennessee,1786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291700.0,232900.0,259900.0,248300.0,277200.0,245200.0,239500.0,252900.0,295200.0,308e3,277100.0,275500.0,256700.0,287500.0,265300.0,264e3,281800.0,300800.0,326700.0,328100.0,303e3,277100.0,266e3,288300.0,308200.0,294e3,304400.0,322e3,343900.0,352500.0,344e3,341800.0,324500.0,282300.0,331300.0,339300.0,368800.0,317e3,301200.0,329700.0,323400.0,367500.0,351300.0,365400.0,283e3
7113.0,Snoqualmie,Washington,1787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375e3,366900.0,405900.0,375200.0,355200.0,345400.0,310400.0,364500.0,361100.0,410600.0,413800.0,418900.0,438800.0,417900.0,410300.0,408300.0,410500.0,450900.0,424500.0,421900.0,384900.0,386300.0,402900.0,403100.0,407900.0,398100.0,399500.0,401500.0,386e3,389900.0,401900.0,425300.0,426e3,437e3,442700.0,455e3,443600.0,454300.0,451200.0,470600.0,467e3,517700.0,506100.0,516200.0,475100.0,474800.0,473600.0,471400.0,481200.0,475700.0,492700.0,532400.0,547300.0,542900.0,513300.0,513400.0,520700.0,533e3,536e3,545500.0,562100.0,580800.0,589200.0,585200.0,591100.0,616e3,600800.0,624200.0,621300.0,638500.0,622200.0,629800.0,668500.0,696700.0,691500.0,651900.0,623300.0,617900.0,614400.0
22458.0,Liberty Lake,Washington,1788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242500.0,256700.0,249700.0,277600.0,286900.0,305700.0,294300.0,304900.0,311400.0,286600.0,244500.0,236e3,262600.0,267e3,268700.0,259600.0,265900.0,257600.0,243e3,238e3,253500.0,271800.0,290600.0,286400.0,281700.0,267900.0,283400.0,281600.0,274600.0,250200.0,273200.0,286e3,301200.0,292400.0,319500.0,324500.0,312400.0,291700.0,285400.0,309700.0,313700.0,309900.0,324600.0,330700.0
17755.0,Denver,Pennsylvania,1789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201100.0,199500.0,195400.0,179800.0,178300.0,2e5,206100.0,202300.0,181900.0,182700.0,191500.0,196e3,196800.0,195e3,197600.0,201400.0,194500.0,194e3,189800.0,193600.0,191800.0,188400.0,203800.0,199300.0,196400.0,178600.0,191300.0,212100.0,232e3,255600.0,242600.0,226500.0,195900.0,177900.0
25246.0,Indian Wells,California,1790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577300.0,612300.0,620100.0,608300.0,520100.0,513e3,541800.0,644500.0,666500.0,695300.0,700600.0,713600.0,713400.0,692700.0,655200.0,601900.0,530500.0,540900.0,563e3,602200.0,594600.0,708400.0,691800.0,666600.0,526300.0,542100.0,547600.0,594400.0,602e3,622400.0,591e3,626e3,610300.0,614400.0,621400.0,646800.0,663100.0,631400.0,669900.0,708100.0,725600.0,690300.0,652900.0,614500.0,619300.0,613100.0,651300.0,644e3,657200.0,653500.0,679300.0,628700.0,614400.0,614500.0,680900.0,670300.0,653700.0,695900.0,738500.0
396848.0,West Haven-Sylvan,Oregon,1791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372100.0,390900.0,446600.0,436700.0,454200.0,443500.0,465700.0,443900.0,409600.0,420500.0,382800.0,423200.0,421100.0,480100.0,488600.0,479300.0,460400.0,451700.0,441300.0,442200.0,439900.0,435500.0,441500.0,445600.0,462300.0,491300.0,505200.0,517700.0,521500.0,504600.0,514100.0,456300.0,422600.0,460600.0
32429.0,Lantana,Texas,1792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257200.0,257900.0,285500.0,292200.0,291600.0,276500.0,275e3,281400.0,290400.0,287900.0,288900.0,271600.0,288900.0,290600.0,308500.0,313e3,317500.0,322e3,300400.0,305700.0,294600.0,289300.0,280800.0,300500.0,319100.0,317900.0,299300.0,296800.0,302900.0,316100.0,337200.0,326800.0,337200.0,328600.0,344700.0,328900.0,316900.0,336600.0,345300.0,336700.0,329600.0,326600.0,334900.0,322500.0,340800.0,366800.0,378800.0,383300.0,362800.0,354800.0,354200.0,367800.0,365100.0,356100.0,362100.0,389400.0,381700.0,375300.0,367e3,390500.0,384600.0,382800.0,384900.0,384800.0,392100.0,384100.0,405800.0,390500.0,391900.0,363800.0,372500.0
55732.0,Gambrills,Maryland,1793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348100.0,360900.0,338600.0,357e3,373800.0,372200.0,372800.0,345200.0,362700.0,337900.0,366500.0,336100.0,361900.0,351200.0,369800.0,350500.0,339300.0,342500.0,353e3,363e3,373800.0,397e3,375e3,395e3,376500.0,
7042.0,Sheffield Lake,Ohio,1794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103400.0,96500.0,103e3,96e3,92200.0,9e4,77800.0,77100.0,77100.0,77900.0,80300.0,9e4,90600.0,88100.0,80100.0,87400.0,98100.0,99700.0,98800.0,98600.0,104900.0,101300.0,94e3,90900.0,104500.0,105100.0,107900.0,100600.0,104500.0,104500.0,104700.0,103400.0,102300.0,118400.0,120900.0,127900.0,
31233.0,Discovery Bay,California,1795,,,,,,,,,,,,,,,,,,,,,,,,,,,,299400.0,296400.0,300700.0,299700.0,311700.0,295400.0,279600.0,266400.0,281900.0,288e3,289900.0,295300.0,299200.0,299300.0,291900.0,294300.0,292e3,284600.0,278e3,307500.0,309900.0,321100.0,292400.0,317400.0,324100.0,345500.0,361200.0,361500.0,361e3,344e3,342900.0,349900.0,362100.0,373500.0,386500.0,382900.0,389500.0,398700.0,403600.0,407400.0,406600.0,419200.0,436200.0,445200.0,435700.0,430400.0,429400.0,460900.0,461100.0,466700.0,439600.0,491900.0,495600.0,504400.0,460200.0,433800.0,447400.0,458200.0,466700.0,463700.0,471500.0,488300.0,497500.0,490100.0,496100.0,496200.0,554700.0,552100.0,547900.0,493600.0,500500.0,507e3,508600.0,509500.0,530300.0,540700.0,546e3,531800.0,525800.0,541300.0,549e3,569200.0,557200.0,565500.0,569e3,570700.0,572e3,558600.0,570700.0,541300.0,581800.0,583800.0,595900.0
